ASMREL07,ASMID07,ASMSN07,Q34MONTH,Q34DAY,Q34YEAR,Q34FORM,Q34LANG,Q34A1,Q34A2,Q34A3A,Q34A3B,Q34A3C,Q34A4A,Q34A4B,Q34A4C,Q34BMI,Q34B2,Q34B3,Q34LW1,Q34LW2,Q34LW3,Q34LW4,Q34LW5,Q34LW6,Q34LW7,Q34LW8,Q34LW9,Q34LW10,Q34LW11,Q34LW12,Q34LW13,Q34LW14,Q34LW15,Q34LW16,Q34LW17,Q34LW18,Q34LW19,Q34LW20,Q34LW21,Q34LW22,Q34LW23,Q34LW24,Q34LW25,Q34LW26,Q34LW27,Q34LW28,Q34LW29,Q34LW30,Q34LW31,Q34LW32,Q34LW33,Q34LW34,Q34LW35,Q34LW36,Q34LW37,Q34LW38,Q34LW39,Q34LW40,Q34LW41,Q34LW42,Q34LW43,Q34LW44,Q34LW45,Q34LW46,Q34LW47,Q34LW48,Q34LW49,Q34LW50,Q34LW51,Q34LW52,Q34LW53,Q34LW54,Q34LW55,Q34LW56,Q34LW57,Q34LW58,Q34LWRAW,Q34LWSS,Q34LWPR,Q34LWW,Q34PC1,Q34PC2,Q34PC3,Q34PC4,Q34PC5,Q34PC6,Q34PC7,Q34PC8,Q34PC9,Q34PC10,Q34PC11,Q34PC12,Q34PC13,Q34PC14,Q34PC15,Q34PC16,Q34PC17,Q34PC18,Q34PC19,Q34PC20,Q34PC21,Q34PC22,Q34PC23,Q34PC24,Q34PC25,Q34PC26,Q34PC27,Q34PC28,Q34PC29,Q34PC30,Q34PC31,Q34PC32,Q34PC33,Q34PC34,Q34PC35,Q34PC36,Q34PC37,Q34PC38,Q34PC39,Q34PC40,Q34PC41,Q34PC42,Q34PC43,Q34PCRAW,Q34PCSS,Q34PCPR,Q34PCW,Q34BRSS,Q34BRPR,Q34BRW,Q34AP1,Q34AP2,Q34AP3,Q34AP4,Q34AP5,Q34AP6,Q34AP7,Q34AP8,Q34AP9,Q34AP10,Q34AP11,Q34AP12,Q34AP13,Q34AP14,Q34AP15,Q34AP16,Q34AP17,Q34AP18,Q34AP19,Q34AP20,Q34AP21,Q34AP22,Q34AP23,Q34AP24,Q34AP25,Q34AP26,Q34AP27,Q34AP28,Q34AP29,Q34AP30,Q34AP31,Q34AP32,Q34AP33,Q34AP34,Q34AP35,Q34AP36,Q34AP37,Q34AP38,Q34AP39,Q34AP40,Q34AP41,Q34AP42,Q34AP43,Q34AP44,Q34AP45,Q34AP46,Q34AP47,Q34AP48,Q34AP49,Q34AP50,Q34AP51,Q34AP52,Q34AP53,Q34AP54,Q34AP55,Q34AP56,Q34AP57,Q34AP58,Q34AP59,Q34AP60,Q34APRAW,Q34APSS,Q34APPR,Q34APW,Q34C1A,Q34C1B,Q34C2A,Q34C2B,Q34C3A,Q34C3B,Q34C4A,Q34C4B,Q34C5A,Q34C5B,Q34C6A,Q34C6B,Q34C7A,Q34C7B,Q34C8A,Q34C8B,Q34DSFO,Q34C9A,Q34C9B,Q34C10A,Q34C10B,Q34C11A,Q34C11B,Q34C12A,Q34C12B,Q34C13A,Q34C13B,Q34C14A,Q34C14B,Q34C15A,Q34C15B,Q34DSBA,Q34DSTO,Q34D1,Q34D1A,Q34D2,Q34D2A,Q34D2B,Q34D2C,Q34D2D,Q34D2E,Q34D2F,Q34D2G,Q34D2H,Q34D2I,Q34D3,Q34D3A,Q34D3B,Q34D3C,Q34D3D,Q34D3E,Q34D3F,Q34D3G,Q34D3H,Q34D3I,Q34IWAGE,WTIND07,BMIZ07,HGTZ07,WGTZ07
2,676,4,11,19,2007,1,1,64.5,158.5,0,0,0,0,0,0,26.799999,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,9,45,95,36,514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,5,5,1,5,5,5,5,5,5,0,0,0,0,0,28,98,44,512,96,38,513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,1,1,1,1,5,5,5,1,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,37,96,39,514,1,1,1,1,1,1,1,1,1,1,1,1,5,5,0,0,12,1,1,1,1,5,5,0,0,0,0,0,0,0,0,4,16,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,170,4,2.4400001,-.19,1.7
2,683,3,12,3,2007,1,1,65,161,0,0,0,0,0,0,26.799999,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,8,9,54,121,92,551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,37,126,96,540,126,96,546,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,5,8,1,1,1,1,5,8,5,5,5,5,5,1,5,5,47,110,76,541,1,1,1,1,1,1,1,8,5,5,0,0,0,0,0,0,99,1,1,1,1,1,5,5,5,0,0,0,0,0,0,5,99,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,202,3,1.78,-1.42,.77999997
2,691,3,2,3,2008,1,1,70.300003,283.39999,0,0,0,0,0,0,40.299999,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,5,5,5,9,52,107,69,539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,8,5,1,5,5,5,1,5,1,5,5,5,5,5,5,8,29,94,35,515,99,48,527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,5,1,1,5,5,5,1,5,1,5,8,5,8,5,8,5,5,0,0,43,101,53,530,1,1,1,1,1,1,1,5,5,5,0,0,0,0,0,0,7,1,1,1,5,5,1,1,1,5,5,0,0,0,0,6,13,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,198,4,4.9099998,.52999997,4.23
2,709,3,1,5,2008,1,1,63,131,0,0,0,0,0,0,23.200001,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,9,43,102,55,507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,5,1,5,1,1,1,1,1,8,5,5,8,5,8,0,0,0,0,0,0,0,0,26,103,57,506,103,57,506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,5,5,8,1,5,8,5,8,5,5,8,5,0,0,0,0,0,0,0,0,0,38,115,85,517,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,5,12,1,1,5,1,5,5,0,0,0,0,0,0,0,0,3,15,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134,3,2.3,2.0599999,2.5
2,712,4,2,8,2008,1,1,63,284,0,0,0,0,0,0,50.299999,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,5,1,5,5,5,9,50,105,62,531,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,5,5,5,1,8,8,8,5,5,5,5,5,0,0,0,0,0,26,91,28,506,97,42,518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,1,5,5,5,5,8,5,1,5,5,5,5,5,5,45,112,79,536,1,1,1,1,1,1,1,1,1,1,1,5,5,5,0,0,11,1,1,1,1,1,1,5,1,1,5,5,5,0,0,8,19,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,180,4,6.1500001,-.28999999,5.0799999
2,712,5,2,8,2008,1,1,64,143.5,0,0,0,0,0,0,24.6,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,5,5,5,9,49,110,75,527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,1,1,8,1,5,5,5,5,5,5,0,0,0,0,0,29,106,65,515,110,74,521,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,5,1,1,1,1,1,1,8,1,5,8,1,8,5,1,5,5,5,5,8,5,46,125,95,538,1,1,1,1,1,1,1,5,1,1,5,5,0,0,0,0,9,1,1,1,5,1,5,5,5,0,0,0,0,0,0,4,13,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,158,3,2.0899999,.60000002,1.6900001
2,732,3,11,10,2007,1,1,59,111,0,0,0,0,0,0,22.4,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,8,1,8,5,5,8,1,5,5,5,5,5,9,46,105,64,517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,1,8,1,1,8,1,5,5,5,5,8,5,5,0,0,0,0,0,26,99,46,506,103,57,512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,5,5,1,5,5,1,5,5,5,8,1,5,8,5,5,5,5,5,0,0,40,113,81,522,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,8,1,1,1,1,1,1,5,1,5,5,0,0,0,0,7,15,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,145,3,1.72,0,1.03
2,751,3,10,17,2007,1,1,99,210,99,0,99,0,0,0,99,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,5,5,5,5,5,5,0,0,0,0,9,45,90,25,514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,25,86,18,503,87,19,508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,1,1,1,5,1,1,5,5,5,1,5,1,5,5,5,1,5,5,5,5,5,5,5,0,0,0,0,0,37,92,29,514,1,1,1,1,1,1,1,1,1,1,5,1,5,5,0,0,11,1,1,1,1,5,1,5,5,0,0,0,0,0,0,5,16,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,189,9,99,99,2.6400001
2,758,3,12,15,2007,1,1,66,145,0,0,0,0,0,0,23.4,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,5,5,9,53,121,92,544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,5,5,8,5,5,5,5,0,0,32,111,78,524,118,88,534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,5,8,1,5,5,5,8,8,5,8,0,0,0,0,0,44,110,75,533,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,8,1,1,1,1,1,1,1,5,5,5,0,0,0,0,7,15,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,176,2,1.13,.92000002,1.36
2,759,3,3,10,2008,1,1,58.5,75,0,0,0,0,0,0,15.4,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,5,1,5,5,5,5,5,9,49,112,79,527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,26,97,42,506,104,61,516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,1,1,5,1,5,5,5,5,5,5,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,34,94,33,506,1,1,1,1,1,1,1,1,1,5,1,5,8,5,0,0,99,1,1,1,1,1,5,5,1,5,5,0,0,0,0,6,99,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,2,-1.27,-1.17,-1.45
2,773,4,10,22,2007,1,1,59.799999,142,0,0,0,0,0,0,27.9,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,9,43,92,29,507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,5,5,5,5,1,5,5,8,5,8,1,5,8,1,5,29,103,58,515,96,38,511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,1,5,8,5,5,5,8,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,36,95,38,511,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,13,1,1,1,1,1,1,5,5,0,0,0,0,0,0,6,19,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,164,4,2.8699999,-1.25,1.37
2,774,4,10,20,2007,1,1,67.5,127.5,0,0,0,0,0,0,19.700001,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,5,5,5,9,49,104,62,527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,1,1,5,5,8,1,1,5,8,8,5,34,125,95,530,115,84,528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,8,5,8,8,8,8,8,1,5,1,51,136,99,553,1,1,1,1,1,1,1,1,1,1,1,5,5,5,0,0,11,1,1,1,1,1,1,5,5,0,0,0,0,0,0,6,17,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,168,2,.20999999,.88999999,.63999999
2,777,4,1,12,2008,1,1,99,187,99,0,99,0,0,0,99,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,8,8,8,8,8,8,8,8,8,8,5,0,0,0,0,0,0,0,0,0,0,9,35,69,2,481,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,8,5,8,8,8,1,1,1,8,1,8,8,8,8,5,8,5,0,0,0,0,0,0,0,0,0,0,0,18,66,1,481,65,1,481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,8,5,8,1,5,5,5,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,82,11,502,1,1,1,1,1,5,1,5,1,1,5,5,0,0,0,0,8,1,1,1,1,5,1,5,5,0,0,0,0,0,0,5,13,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,201,9,99,99,2.6700001
2,778,2,10,20,2007,1,1,64.800003,251.5,0,0,0,0,0,0,42.099998,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,1,5,5,5,9,51,108,70,535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,5,1,1,1,5,1,1,5,5,5,5,8,5,5,0,0,0,0,0,27,93,32,509,99,48,522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,5,1,5,5,1,1,1,1,5,5,1,5,1,5,8,5,5,5,8,5,5,0,0,41,101,53,525,1,1,1,1,1,1,1,1,5,1,1,1,5,5,0,0,11,1,1,1,1,1,1,1,8,1,1,5,5,0,0,99,99,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,181,4,4.96,.40000001,4.4000001
2,778,3,10,21,2007,1,1,67.5,285,0,0,0,0,0,0,44,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,1,5,5,1,5,8,9,50,110,75,531,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,5,1,8,5,1,8,8,5,5,5,5,0,0,0,0,0,0,0,0,23,87,19,497,97,42,514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,1,5,1,1,1,1,5,1,5,1,5,5,5,1,5,5,1,8,5,5,5,5,5,5,0,0,41,107,67,525,1,1,1,1,1,1,1,1,5,1,1,5,5,5,0,0,10,1,1,1,1,1,1,1,8,5,5,0,0,0,0,99,99,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,166,4,5.46,1.66,5.0999999
2,779,3,11,24,2007,1,1,69,120,0,0,0,0,0,0,17.700001,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,5,5,9,52,115,84,539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,5,5,1,1,1,5,1,5,5,1,5,1,5,5,5,5,31,107,67,521,112,78,530,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,1,5,5,47,118,88,541,1,1,1,1,1,1,1,1,1,1,1,5,5,5,0,0,11,1,1,1,1,5,5,0,0,0,0,0,0,0,0,4,15,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,178,2,-.81,.74000001,-.12
2,779,4,11,24,2007,1,1,65,172,0,0,0,0,0,0,28.6,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,5,5,5,5,9,51,119,89,535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,5,5,5,8,5,0,0,0,0,0,0,0,0,28,101,54,512,114,83,524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,5,8,1,5,1,8,5,5,8,5,5,5,0,0,46,125,95,538,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,13,1,1,1,1,1,1,1,5,5,1,1,5,5,1,10,23,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,158,4,2.77,1.01,2.6300001
2,784,3,11,8,2007,1,1,54,104,0,0,0,0,0,0,25.1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,50,0,421,1,5,1,5,1,5,1,1,1,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,54,0,437,48,0,429,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,61,0,454,1,1,1,1,1,1,5,1,5,1,5,5,0,0,0,0,8,1,1,5,5,0,0,0,0,0,0,0,0,0,0,2,10,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135,4,2.8800001,-1.13,1.24
2,787,3,10,29,2007,1,1,99,188,99,0,99,0,0,0,99,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,5,5,5,1,5,5,5,5,8,5,8,5,0,0,0,0,0,0,0,0,0,0,9,34,72,3,478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,1,1,5,5,1,8,5,5,5,5,5,0,0,0,0,0,0,0,0,21,80,9,491,72,3,484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,5,5,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,73,4,483,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,0,6,1,1,5,5,0,0,0,0,0,0,0,0,0,0,2,8,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,176,9,99,99,2.79
2,793,3,12,14,2007,1,1,65.199997,95.5,0,0,0,0,0,0,15.8,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,9,39,82,11,494,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,24,88,20,500,83,13,497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,5,1,9,5,5,5,1,1,1,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,37,95,36,514,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,0,6,1,1,5,1,5,5,0,0,0,0,0,0,0,0,3,9,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175,1,-1.58,-.30000001,-1.22
2,793,4,12,14,2007,1,1,56.200001,74,0,0,0,0,0,0,16.5,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,5,5,1,5,1,1,5,1,5,1,5,5,5,9,46,107,69,517,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,5,8,1,1,5,5,8,5,1,5,5,5,1,5,8,5,5,5,8,5,5,0,0,0,0,0,19,84,15,485,95,37,501,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,1,1,5,1,1,8,5,1,1,1,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,37,106,66,514,1,1,1,1,1,1,1,1,1,5,5,5,0,0,0,0,9,1,1,1,1,5,5,0,0,0,0,0,0,0,0,4,13,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,143,2,-.56,-.82999998,-.93000001
2,797,3,11,30,2007,1,1,59.5,999,0,0,0,999,0,999,99,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,1,1,5,5,5,9,51,104,60,535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,5,5,1,1,5,5,1,5,5,1,5,5,5,5,5,5,5,28,93,31,512,99,46,524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,1,8,5,9,1,5,5,5,8,5,5,5,0,0,0,0,0,41,98,45,525,1,1,1,1,1,1,1,1,1,5,1,1,5,5,0,0,11,1,1,1,1,1,1,1,1,1,1,5,5,0,0,10,21,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,195,9,99,-1.85,99
2,811,2,10,21,2007,1,1,64.5,154.5,0,0,0,0,0,0,26.1,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,8,1,8,1,5,5,5,8,5,5,0,0,0,0,9,44,95,38,510,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,8,1,1,1,5,1,8,5,8,5,8,5,8,0,0,0,0,0,0,0,0,0,0,0,22,87,20,494,91,28,502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,5,1,1,1,8,5,5,1,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,38,101,53,517,1,1,1,1,1,1,1,1,1,1,5,1,5,5,0,0,11,1,1,1,1,1,1,5,5,0,0,0,0,0,0,6,17,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,159,3,2.1400001,.79000002,2.05
