HHREL97,HHID97,HHSN97,Q2BOOKS,Q2A1,Q2A2,Q2A3,Q2A4,Q2A5A,Q2A5B,Q2A5C,Q2A5D,Q2A6A,Q2A6B,Q2A6C,Q2A6D,Q2A6E,Q2A7,Q2A8AYOU,Q2A8ASPS,Q2A8BYOU,Q2A8BSPS,Q2A8CYOU,Q2A8CSPS,Q2A8DYOU,Q2A8DSPS,Q2A8EYOU,Q2A8ESPS,Q2A8FYOU,Q2A8FSPS,Q2A8GYOU,Q2A8GSPS,Q2A8HYOU,Q2A8HSPS,Q2A8IYOU,Q2A8ISPS,Q2A9,Q2A10,Q2A11A,Q2A11B,Q2A11C,Q2A11D,Q2A11E,Q2A11F,Q2A11G,Q2A11H,Q2A12,Q2A13A,Q2A13B,Q2A13C,Q2A13D,Q2A14A,Q2A14B,Q2A14C,Q2A14D,Q2A14E,Q2A14F,Q2A14G,Q2A14H,Q2A14I,Q2A14J,Q2A15,Q2A15A_1,Q2A15A_2,Q2A15A_3,Q2A15A_4,Q2A15A_5,Q2A16,Q2A16A_1,Q2A16A_2,Q2A16A_3,Q2A16A_4,Q2A16A_5,Q2A17,Q2A17A_1,Q2A17A_2,Q2A17A_3,Q2A17A_4,Q2A17A_5,Q2A18,Q2A18A_1,Q2A18A_2,Q2A18A_3,Q2A18A_4,Q2A18A_5,Q2A19A,Q2A19B,Q2A19C,Q2A20A,Q2A20B,Q2A20C,Q2A20D,Q2A20E,Q2A20F,Q2A20G,Q2A21A,Q2A21B,Q2A21C,Q2A21D,Q2A21E,Q2A21F,Q2A21G,Q2A21H,Q2A21I,Q2A21J,Q2A21K,Q2A21L,Q2A21M,Q2A21N,Q2A21O,Q2A21P,Q2A22_1,Q2A22_2,Q2A22_3,Q2A22_4,Q2A23,Q2A24,Q2A25,Q2A26,Q2A26A,Q2A27,Q2A28,Q2A29A,Q2A29B,Q2A29C,Q2A29D,Q2A30,Q2A31A,Q2A31B,Q2A31C,Q2A31D,Q2A31E,Q2A31F,Q2A31G,Q2A31H,Q2A31I,Q2A32A,Q2A32B,Q2A32C,Q2A32D,Q2A33A,Q2A33B,Q2A33C,Q2A34A,Q2A34B,Q2A34C,Q2A35,Q2A36,Q2A37A,Q2A37B,Q2A37C,Q2A37D,Q2A37E,Q2A37F,Q2A37G,Q2A37H,Q2A37I,Q2A37J,Q2A37K,Q2A37L,Q2A37M,Q2A37N,Q2A37O,Q2A37P,Q2A37Q,Q2A37R,Q2A37S,Q2A37T,Q2A37U,Q2A37V,Q2A37W,Q2A37X,Q2A37Y,Q2A37Z,Q2A37AA,Q2A37BB,Q2A37CC,Q2A38A,Q2A38B,Q2A38C,Q2A38D,Q2A38E,Q2A38F,Q2A38G,Q2A38H,Q2A38I,Q2A38J,Q2A39,Q2A40A,Q2A40B,Q2A40C,Q2A40D,Q2A40E,Q2A40F,Q2A40G,Q2A40H,Q2A40I,Q2A41A,Q2A41B,Q2A41C,Q2A41D,Q2A41E,Q2A41F,Q2A42A,Q2A42B,Q2A42C,Q2A42D,Q2A42E,Q2A42F,Q2A43,Q2A44,Q2A45,Q2A46,Q2A47,Q2A48,Q2A49,Q2A50_1,Q2A50_2,Q2A50_3,Q2A50_4,Q2A50_5,Q2A51,Q2A52,Q2A53_1,Q2A53_2,Q2A53_3,Q2A53_4,Q2A53_5,Q2A53_6,Q2A53_7,Q2A53_8,Q2A53_9,Q2A53_10,Q2A53_11,Q2A53_12,Q2A53_13,Q2A53_14,Q2A53_15,Q2A53_16,Q2A54_1,Q2A54_2,Q2A54_3,Q2A54_4,Q2A54_5,Q2A54_6,Q2A54_7,Q2CHECK,Q2ACT_1,Q2MON_1B,Q2MON_1E,Q2TUE_1B,Q2TUE_1E,Q2WED_1B,Q2WED_1E,Q2THU_1B,Q2THU_1E,Q2FRI_1B,Q2FRI_1E,Q2SAT_1B,Q2SAT_1E,Q2SUN_1B,Q2SUN_1E,Q2MIN1,Q2MON_2B,Q2MON_2E,Q2TUE_2B,Q2TUE_2E,Q2WED_2B,Q2WED_2E,Q2THU_2B,Q2THU_2E,Q2FRI_2B,Q2FRI_2E,Q2SAT_2B,Q2SAT_2E,Q2SUN_2B,Q2SUN_2E,Q2MIN2,Q2ACT_2,Q2MON_3B,Q2MON_3E,Q2TUE_3B,Q2TUE_3E,Q2WED_3B,Q2WED_3E,Q2THU_3B,Q2THU_3E,Q2FRI_3B,Q2FRI_3E,Q2SAT_3B,Q2SAT_3E,Q2SUN_3B,Q2SUN_3E,Q2MIN3,Q2MON_4B,Q2MON_4E,Q2TUE_4B,Q2TUE_4E,Q2WED_4B,Q2WED_4E,Q2THU_4B,Q2THU_4E,Q2FRI_4B,Q2FRI_4E,Q2SAT_4B,Q2SAT_4E,Q2SUN_4B,Q2SUN_4E,Q2MIN4,Q2CDSHID,Q2CDSHPIN
3,1655,2,1,4,2,4,500,0,2,2,10,5,1,1,5,1,2,5,5,1,1,5,5,5,5,5,5,1,1,5,5,5,5,5,5,2,1,1,1,1,2,2,2,1,1,1,1,5,1,1,1,1,4,1,4,2,3,2,2,3,1,97,0,0,0,0,1,9,0,0,0,0,1,9,10,0,0,0,1,6,9,11,0,0,9,0,10,3,2,3,1,2,1,2,1,1,1,3,1,1,3,2,1,3,3,1,3,1,3,3,3,4,5,1,1,2,1,1,4,1,1,5,5,5,5,5,2,1,5,1,1,1,1,5,2,5,5,2,2,2,1,2,5,5,1,2,2,4,1,4,4,4,4,4,4,2,3,2,3,1,3,3,1,2,3,3,2,2,1,2,1,1,2,1,3,2,3,3,4,4,4,5,4,4,4,4,2,1,2,2,3,3,2,3,4,3,2,2,2,2,2,3,2,3,4,3,3,4,5,1,5,5,5,5,0,1,5,5,5,5,1000,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,1,1,5,5,2,830,1330,0,0,0,0,915,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1900,2300,900,1200,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1
3,1656,2,1,2,1,2,20,2,0,4,0,3,1,1,5,1,3,5,5,1,1,5,5,5,5,5,5,1,1,5,5,5,5,5,5,4,1,2,1,1,2,2,2,1,2,1,5,5,5,5,2,1,9,2,4,1,1,4,3,4,1,2,3,4,8,0,1,2,0,0,0,0,1,2,4,0,0,0,1,2,3,4,5,8,2,0,2,4,4,3,2,4,1,3,9,2,1,1,2,9,1,2,9,3,3,1,3,1,9,3,3,1,5,4,1,1,1,1,5,5,5,4,2,1,4,1,0,0,0,0,0,0,0,0,0,4,2,2,3,2,1,2,5,5,1,4,4,3,2,3,4,3,4,4,3,2,2,3,1,1,4,4,9,3,3,2,1,1,1,4,1,1,4,1,4,1,5,5,5,5,4,5,4,5,5,5,2,4,3,3,4,4,4,4,4,4,1,1,1,1,2,2,4,1,4,2,4,4,5,1,5,5,5,1,5,1,5,5,5,5,1800,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,1
3,1659,2,1,4,2,1,6,0,7,10,14,4,2,1,4,1,3,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,6,3,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,4,1,4,2,2,3,2,4,1,8,9,10,0,0,1,8,9,10,0,0,1,8,9,10,12,0,1,8,9,12,0,0,9,9,8,3,2,3,2,3,2,3,3,3,3,1,2,3,2,4,3,3,3,3,3,3,3,3,3,5,4,9,1,2,1,1,5,10,1,2,1,1,2,5,3,3,5,2,3,4,4,2,2,5,4,4,3,2,1,2,5,5,1,2,2,4,1,3,4,4,4,3,4,4,3,4,2,1,3,4,1,3,2,4,1,9,1,3,2,1,4,1,4,1,4,3,5,4,3,5,3,4,5,4,2,3,3,3,2,2,3,4,3,3,2,2,2,2,2,2,4,3,4,2,3,4,5,1,5,5,5,1,5,1,5,5,5,5,15000,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,1,900,1700,900,1700,900,1700,900,1700,900,1700,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1000,1700,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,1
3,1670,2,1,3,1,2,300,0,15,10,30,5,2,2,4,2,3,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,6,3,1,1,1,1,3,1,1,1,1,5,5,5,1,1,1,4,1,4,9,9,9,9,9,1,9,0,0,0,0,5,0,0,0,0,0,1,6,9,0,0,0,1,6,9,0,0,0,9,6,6,3,4,4,1,4,2,3,1,3,1,3,1,1,1,2,3,3,3,1,3,3,3,3,3,5,4,1,1,2,2,1,4,8,1,5,2,1,4,1,0,0,0,0,0,0,0,0,0,4,2,2,2,2,1,2,5,5,5,4,1,4,1,2,4,3,3,1,2,3,2,3,2,1,2,4,2,2,3,3,1,1,1,4,2,1,2,1,3,1,4,5,5,5,4,5,5,5,5,5,2,3,2,2,3,3,2,4,4,4,1,1,2,2,2,2,3,3,2,3,3,4,5,1,5,5,5,1,5,1,5,5,5,5,2500,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,1,5,6,930,1130,0,0,0,0,0,0,0,0,0,0,930,1130,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1900,2115,0,0,1900,2230,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,1
3,1671,2,1,4,2,1,125,0,2,10,25,5,1,1,5,1,3,5,5,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,5,6,2,1,1,1,1,2,1,2,1,2,1,5,1,5,1,1,4,1,4,1,1,4,4,4,1,2,3,9,0,0,1,2,3,9,0,0,1,2,9,0,0,0,1,6,9,0,0,0,2,2,2,3,3,3,2,3,2,3,1,1,4,4,1,3,3,4,1,3,1,4,3,1,1,3,3,4,2,5,1,9,8,1,2,1,5,5,2,2,3,5,2,1,3,1,2,2,2,1,3,5,5,5,5,2,2,2,5,5,1,1,1,3,2,3,4,3,4,2,2,3,3,3,2,1,3,4,1,2,4,4,1,3,1,3,1,1,2,1,4,2,4,4,5,5,5,5,5,4,5,5,2,2,3,2,4,4,3,4,4,3,2,2,2,2,2,2,3,2,4,3,8,4,5,5,0,0,0,5,0,1,5,5,5,5,99998,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,5,1,800,1515,800,1515,800,1515,800,1515,800,1515,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,1
3,1678,1,1,3,3,2,50,500,4,3,4,2,3,1,2,4,3,5,0,1,0,5,0,1,0,1,0,5,0,1,0,1,0,5,0,6,1,2,2,2,2,2,1,1,1,2,5,1,5,5,1,1,2,2,3,2,2,3,3,3,5,0,0,0,0,0,5,0,0,0,0,0,1,2,4,7,9,0,1,7,9,0,0,0,0,7,9,3,3,3,2,3,2,3,3,3,3,3,1,1,1,4,3,1,1,1,4,1,1,4,4,5,3,1,1,2,1,1,4,3,5,2,1,3,1,5,1,1,4,1,1,1,1,1,1,3,1,3,4,1,1,3,1,5,5,1,1,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,3,2,3,2,4,5,5,5,5,5,5,3,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,2,3,5,5,0,0,0,5,0,5,5,1,5,5,0,2,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,1
3,1681,1,1,2,1,1,9999,6,2,2,4,1,1,1,5,3,1,5,0,1,0,5,0,1,0,5,0,5,0,5,0,5,0,1,0,2,1,2,2,2,2,2,4,4,3,2,5,5,5,1,3,2,2,2,3,2,2,1,2,1,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,9,0,2,2,2,3,2,2,2,2,1,2,2,3,3,3,1,4,4,1,3,1,1,1,1,3,1,3,4,5,1,1,1,1,99,2,5,5,5,5,5,5,1,2,2,2,3,2,1,2,2,4,1,1,1,1,1,1,1,1,5,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,5,5,5,5,4,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,2,2,5,5,0,0,0,5,0,5,5,5,5,1,600,3,5,5,5,5,1,5,1,1,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,1
3,1685,2,1,4,1,4,9999,0,20,20,200,5,1,2,5,1,2,1,1,1,5,5,5,1,1,5,5,1,1,5,5,5,5,5,5,6,2,1,1,1,1,2,1,1,1,2,1,5,1,1,1,1,4,1,4,2,2,4,4,4,5,0,0,0,0,0,1,2,3,4,6,9,1,2,4,9,0,0,1,2,4,6,8,9,9,2,9,4,4,4,1,4,1,4,1,1,1,3,1,1,1,4,1,3,3,1,3,1,3,3,3,4,5,2,1,1,2,1,3.5,2,1,5,1,2,2,5,4,2,2,1,1,1,1,1,1,5,5,4,4,1,1,2,1,5,1,3,4,3,1,3,4,2,3,4,2,3,2,4,3,1,2,4,2,2,3,3,2,1,1,3,3,2,3,1,4,3,4,4,5,5,4,5,4,4,5,5,2,2,2,2,2,3,4,4,4,4,1,1,2,2,2,2,3,2,4,3,3,4,1,1,5,5,5,1,5,1,5,5,5,5,1000,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,5,5,5,0,0,1230,1300,1350,1500,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,930,1100,0,0,0,0,1100,1230,1300,1400,0,0,1700,1900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,1
3,1695,2,1,4,2,4,10,3,8,7,6,5,1,1,5,1,3,5,5,1,1,5,5,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,1,1,1,2,1,1,1,2,5,5,1,5,2,2,4,2,4,2,2,4,4,4,1,2,6,0,0,0,5,0,0,0,0,0,1,2,3,6,10,12,1,6,9,12,0,0,2,2,2,3,4,4,1,4,1,4,1,1,1,2,1,1,1,2,1,3,3,1,3,1,3,3,3,4,5,1,1,2,1,1,7,5,5,2,1,1,2,5,4,2,2,2,2,3,2,3,2,5,2,2,2,2,1,2,5,5,5,1,1,3,2,3,3,3,3,4,4,4,2,3,2,2,3,4,2,3,2,2,2,2,2,3,2,2,3,2,3,2,4,4,5,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,4,3,2,2,2,2,2,2,4,2,3,2,3,4,1,5,0,0,0,5,0,1,5,5,5,5,0,1,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,900,1700,900,1700,900,1700,900,1700,900,1700,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,1
3,1696,2,1,4,2,3,40,0,4,8,3,5,1,1,5,2,2,5,5,1,1,5,5,1,1,5,5,1,1,5,5,5,5,5,5,2,1,2,2,2,2,2,2,2,2,2,5,5,1,1,1,1,4,1,4,1,1,4,4,4,5,0,0,0,0,0,5,0,0,0,0,0,1,8,9,12,0,0,1,2,9,0,0,0,9,2,8,4,4,4,1,4,1,4,1,3,3,3,1,1,3,2,3,3,3,1,3,1,1,3,3,5,4,1,1,1,1,1,4,2,5,4,1,1,1,5,1,1,3,1,1,1,1,1,1,3,5,2,3,2,1,1,5,1,1,1,1,4,2,4,4,4,4,4,3,3,1,3,1,1,3,4,1,3,2,4,1,1,1,3,1,1,3,1,3,1,4,5,5,5,5,5,5,5,5,5,2,4,4,4,4,4,4,4,4,4,2,1,2,1,1,1,4,1,4,1,4,4,5,1,5,5,5,1,5,1,5,5,5,5,500,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,1,5,5,1,730,1600,730,1600,730,1600,730,1600,730,1600,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1820,1920,0,0,1810,1910,1800,1830,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,1
3,1697,2,1,4,3,2,5,9999,0,2,3,5,2,1,5,1,2,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,6,3,2,2,2,2,3,3,2,2,2,5,5,5,5,1,1,4,1,4,1,2,3,3,4,1,2,3,8,9,0,5,0,0,0,0,0,1,99,0,0,0,0,1,99,0,0,0,0,8,8,8,3,3,4,1,3,1,4,3,1,4,3,3,3,2,2,2,3,1,1,3,1,3,3,3,4,5,2,1,1,1,1,9,5,5,1,1,1,3,5,3,1,4,1,1,1,3,1,1,5,1,3,4,2,1,4,5,5,5,1,1,4,1,4,4,2,3,2,3,4,3,3,1,1,4,4,4,4,1,1,3,2,1,3,2,1,3,1,3,1,5,5,5,4,4,5,4,5,5,5,2,2,3,3,4,4,2,4,4,3,1,1,2,3,2,2,2,3,4,3,3,4,5,5,0,0,0,1,5,5,1,5,5,5,6200,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,9,9,9,9,9,9,9,9,9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,1
3,1701,1,1,2,3,1,20,0,0,4,1,4,1,1,5,1,3,5,5,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,6,1,1,1,1,2,2,3,2,2,2,5,5,1,1,2,2,4,2,4,2,2,4,4,4,1,2,7,97,0,0,1,2,9,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,7,7,0,9,3,3,1,3,1,3,1,3,3,3,1,3,2,3,1,3,3,3,3,1,1,3,3,5,4,1,1,2,1,1,3,3,5,2,3,1,3,1,0,0,0,0,0,0,0,0,0,4,1,2,3,2,1,2,5,5,1,2,4,3,2,9,2,3,3,9,3,3,9,3,1,1,4,4,2,2,3,3,2,1,1,3,2,2,3,2,3,1,3,4,5,4,5,5,4,5,4,5,2,3,3,3,3,3,3,3,4,4,3,3,2,2,3,3,4,2,2,3,4,4,5,1,5,5,5,1,5,5,5,5,5,1,0,2,5,1,5,5,1,5,1,5,1,5,5,5,5,1,5,5,1,5,5,5,5,1,5,5,1,800,1700,800,1700,800,1700,800,1700,800,1700,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1800,2100,1800,2100,1800,2100,1800,2100,1800,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1800,800,1800,0,419,1
3,1715,1,1,4,3,2,40,0,6,8,7,5,2,2,5,1,2,5,0,1,0,1,0,5,0,5,0,1,0,1,0,5,0,5,0,2,1,1,1,1,1,3,1,1,1,2,5,5,5,5,1,1,4,1,4,1,1,4,4,4,1,2,3,9,13,0,1,2,3,9,13,97,1,2,3,9,10,12,1,1,3,6,9,12,9,3,9,1,4,4,1,4,1,4,3,1,3,3,1,3,1,3,9,3,3,3,1,1,9,3,3,5,4,1,1,2,2,1,2,2,5,1,1,1,3,5,3,2,4,3,2,1,1,2,2,3,3,3,3,2,1,2,1,1,1,1,2,4,2,2,2,2,3,3,4,4,4,3,1,1,2,4,1,2,3,2,1,1,1,4,2,2,4,1,3,2,5,3,5,5,3,4,4,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,3,4,5,1,5,5,5,5,0,5,1,5,5,5,5800,2,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,5,5,1,900,1500,900,1500,900,1500,900,1500,900,150,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1800,2200,1900,2130,0,0,0,0,0,0,800,1100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,1
3,1721,2,1,2,2,1,40,160,2,4,6,4,1,1,5,1,2,5,5,1,1,5,5,5,5,5,5,1,1,5,5,5,5,5,5,2,1,2,2,2,3,3,2,2,2,2,5,5,5,1,1,1,4,1,4,1,1,4,4,4,1,8,9,12,0,0,1,8,9,12,0,0,1,2,7,8,9,12,1,6,8,9,12,0,9,12,12,3,4,4,1,3,2,3,3,3,3,3,1,1,1,2,3,3,3,1,3,1,3,3,1,5,3,4,1,1,1,1,5,1,5,3,2,1,2,1,0,0,0,0,0,0,0,0,0,5,1,2,3,2,1,2,1,5,5,1,2,3,2,3,3,4,4,2,3,3,3,3,1,2,4,4,2,4,3,3,2,2,2,3,1,2,3,1,3,1,3,5,5,5,4,5,5,4,5,5,2,3,3,3,3,3,4,4,3,4,1,1,2,2,3,2,3,2,4,2,4,4,1,5,0,0,0,1,9,1,5,5,5,5,1248,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,1,1,5,1,800,1630,800,1630,800,1630,800,1630,800,1630,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1800,2000,1100,1300,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,1
3,1722,1,1,1,2,2,6,0,0,2,2,3,1,1,5,1,3,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,6,1,4,2,2,2,2,2,2,2,1,5,5,1,1,1,1,3,1,3,1,1,3,3,4,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,99,0,0,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,1,3,1,1,3,1,1,3,1,2,3,4,9,1,9,1,15,0,5,4,3,3,3,5,5,5,1,5,5,5,3,4,3,9,9,9,9,9,9,9,1,5,1,1,1,1,1,1,2,1,3,4,2,4,2,3,2,2,3,1,1,1,3,3,2,2,2,2,2,2,2,2,3,1,5,5,5,5,5,5,5,5,5,5,2,2,3,3,2,3,3,2,4,3,3,3,2,4,3,3,3,3,4,3,2,4,5,5,0,0,0,5,0,5,5,5,5,1,99998,2,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,1
3,1726,2,1,4,3,4,100,9,3,3,1,2,3,4,1,2,2,5,5,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,2,1,1,5,5,1,1,4,1,4,1,1,4,4,4,1,2,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,2,2,6,4,4,4,1,4,1,4,1,1,3,3,3,3,2,3,3,3,3,1,3,1,1,3,3,1,4,5,1,1,1,1,1,1,5,1,1,1,2,5,1,1,1,1,1,5,1,1,1,3,2,2,5,1,1,3,1,1,5,2,2,3,1,3,3,3,3,3,3,3,2,3,2,3,3,4,1,3,3,1,1,2,1,3,1,2,4,1,4,1,4,4,5,5,5,5,5,1,5,5,2,1,2,3,4,4,4,4,4,4,1,1,1,1,1,1,4,2,3,3,4,4,5,5,0,0,0,5,0,5,1,5,5,5,0,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,800,1700,800,1700,800,1700,800,1700,800,1700,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,1
3,1727,2,1,4,2,2,9998,0,0,0,10,4,1,1,5,1,2,5,5,5,5,5,5,1,1,5,5,1,1,5,5,5,5,5,5,5,2,1,1,1,1,3,2,2,2,2,5,5,1,1,1,1,3,2,4,2,2,3,4,4,1,2,9,10,12,0,5,0,0,0,0,0,1,1,2,9,12,0,1,2,9,0,0,0,9,2,9,2,2,3,2,1,2,3,3,3,1,4,1,1,1,4,3,3,1,1,1,1,1,3,3,4,5,1,1,1,1,1,9,0,5,5,3,3,5,5,3,2,4,1,1,1,1,2,1,5,3,2,4,2,1,2,5,1,1,3,2,4,1,3,3,4,4,1,2,3,3,3,2,1,3,4,1,2,3,2,1,1,1,3,2,2,3,1,3,2,2,4,5,4,5,5,4,3,5,5,2,3,4,4,4,4,4,4,4,3,1,2,2,2,3,3,2,3,2,3,3,2,5,5,0,0,0,5,0,1,5,5,5,5,5000,3,5,1,1,5,5,5,1,1,1,5,5,5,5,5,5,5,1,1,5,5,5,1,1,5,1,1030,1430,0,0,830,1430,0,0,0,0,0,0,0,0,20,0,0,1530,2000,0,0,0,0,0,0,0,0,0,0,20,2,830,1430,830,1530,830,1430,830,1530,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,1
3,1732,2,1,2,3,1,250,0,3,1,7,1,4,2,3,3,2,5,9,5,9,5,9,5,9,1,9,1,9,1,9,5,9,1,9,5,2,1,2,2,1,3,2,1,2,2,5,5,5,5,2,2,4,1,4,1,2,4,3,3,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,1,9,0,0,0,0,2,5,2,3,3,3,2,2,2,3,2,1,1,2,3,2,3,2,1,3,3,1,3,1,3,2,3,4,4,9,1,1,1,1,4,2,5,3,1,2,3,5,2,3,3,1,1,2,3,1,3,3,2,1,3,2,1,2,1,5,1,1,1,3,2,3,3,3,3,3,2,2,3,3,2,2,3,4,2,3,2,3,2,2,1,3,1,1,3,1,3,1,3,4,5,4,3,5,5,4,5,5,2,4,3,3,2,3,3,3,4,2,2,2,2,3,3,2,3,2,3,2,3,3,5,1,5,5,5,1,5,5,5,1,5,5,300,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,1
